Ticker,Description,Shares Float,Market Capitalization,Pre-market Change %,Pre-market High,Pre-market Volume,Volume,Volume*Price,Open,Post-market Open,High,Low,Volatility,Change %,Sector,Volatility Month
UBFO,United Security Bancshares,13560258.61,117437836.9,,,,13622,93583.14,6.7,6.87,6.955,6.5,7,2.69058296,Finance,3.20784745
RILY,"B. Riley Financial, Inc.",13585105.65,1215178143,,,,410983,17750355.77,41.25,43.19,43.7675,40.91,6.98484478,4.39932318,Finance,4.36597954
GPI,"Group 1 Automotive, Inc.",13590832.26,3385133207,,,,141064,33765079.04,237.6,239.36,241.305,237.6,1.56355219,0.74498085,Retail Trade,2.79251314
SRDX,"Surmodics, Inc.",13592723.68,411552969.3,5.66188198,27.27,2200,500579,14576860.48,26.01,29.12,29.31,25.76,16.42080745,16.10845295,Health Technology,5.13162508
LOVE,The Lovesac Company,13635573.28,384989798.1,0,23.8,512,639337,16175226.1,23.73,25.3,25.35,23.6001,7.41479909,6.30252101,Consumer Durables,5.91348069
MEC,"Mayville Engineering Company, Inc.",13720085.7,309684765.4,3.34996436,14.5,100,288943,4371707.59,14.22,15.13,15.33,13.9,10.28776978,7.84034212,Producer Manufacturing,5.28668838
CPSI,"Computer Programs and Systems, Inc.",13783041.79,363643515.5,,,,41576,1040647.28,24.81,25.03,25.21,24.55,2.68839104,0.88673922,Technology Services,2.532397
CMPO,"CompoSecure, Inc.",13793583.09,551094114,,,,89536,629438.08,7,7.03,7.12,6.95,2.44604317,0.42857143,Commercial Services,2.67188679
MNTX,"Manitex International, Inc.",13843737.35,98954576.46,,,,7829,38362.1,4.85,4.9,4.98,4.705,5.84484591,0.82304527,Producer Manufacturing,4.99698078
PHVS,Pharvaris N.V.,13881368.9,393961750.8,,,,93240,1086246,11.2,11.65,11.7,10.6,10.37735849,0.25817556,Health Technology,6.81695958
KVHI,"KVH Industries, Inc.",14022232.52,187825237.6,,,,84654,815218.02,9.59,9.63,9.835,9.46,3.9640592,0.20811655,Electronic Technology,3.99056436
CPLP,Capital Product Partners L.P.,14052570.67,285981625.9,,,,8713,121851.305,13.81,,13.995,13.755,1.74482007,1.19392185,Transportation,2.8976968
LBPH,"Longboard Pharmaceuticals, Inc.",14114216.88,200292843.6,,,,105747,922113.84,8.34,8.72,8.8759,8.34,6.42565947,4.3062201,Commercial Services,9.73592508
DXPE,"DXP Enterprises, Inc.",14204193.05,637818027.2,,,,89119,3267993.73,35.95,36.67,36.7,35.79,2.54260967,2.00278164,Distribution Services,2.75546794
ABIO,"ARCA biopharma, Inc.",14222984.85,30333349.71,,,,91210,191997.05,2.08,2.105,2.105,2.06,2.18446602,0.23809524,Health Technology,3.5640662
HEAR,Turtle Beach Corporation,14247345.75,189518827.7,-0.01361162,11.0185,200,119512,1321802.72,10.91,11.06,11.06,10.65,3.84976526,0.36297641,Consumer Durables,4.18407886
AMPX,"Amprius Technologies, Inc.",14258721.66,787685480.6,,,,483026,4477651.02,8.95,9.27,9.51,8.95,6.36871508,3.69127517,Producer Manufacturing,6.98924172
GLTA,Galata Acquisition Corp.,14285026.88,189480464.2,,,,150108,1582888.86,10.54,,10.545,10.54,0.14231499,0.14245014,Finance,0.4154364
SANG,Sangoma Technologies Corporation,14306044.69,95582046.48,4.3956044,3.8,500,13087,52348,3.85,4,4,3.8,9.47368421,9.89010989,Electronic Technology,6.63717955
ANIK,Anika Therapeutics Inc.,14391472.31,399623661.2,,,,108521,2938748.68,26.57,27.08,27.13,25.98,4.42648191,1.91945804,Health Technology,2.92655966
VIGL,"Vigil Neuroscience, Inc.",14418499.5,376121228.7,,,,116349,1226318.46,10.36,10.54,11.11,9.81,13.25178389,1.73745174,Health Technology,8.77778504
MITA,Coliseum Acquisition Corp.,14538465,195000006,,,,13284,138153.6,10.36,10.4,10.44,10.36,0.77220077,0.09624639,Finance,0.9842505
THRD,"Third Harmonic Bio, Inc.",14589289.49,201821872.7,,,,93927,469635,4.95,5,5.44,4.94,10.12145749,1.01010101,Health Technology,8.19810206
RPHM,"Reneo Pharmaceuticals, Inc.",14614923.57,252769975.8,-2.91666667,6.99,230,123832,929978.32,6.99,7.51,7.985,6.5001,22.84426393,4.30555556,Health Technology,10.49731045
JJSF,J & J Snack Foods Corp.,14775177.64,3001045450,,,,59943,9343914.84,156.15,155.88,157.2,154.3726,1.83154264,0.12846865,Consumer Non-Durables,1.85684503
CWCO,Consolidated Water Co. Ltd.,14808189.7,369167536,4.67706013,23.5,350,212950,4995807,22.74,23.46,23.57,22.6,4.95575221,4.49888641,Utilities,3.01402025
ANIP,"ANI Pharmaceuticals, Inc.",14809899.61,1061700567,,,,163285,8600220.95,51.13,52.67,52.8,50.625,4.2962963,2.57059396,Health Technology,2.69088897
USCB,"USCB Financial Holdings, Inc.",14878311.97,206427446.7,,,,18512,194746.24,10.3175,10.52,10.71,10.1101,5.93367029,0.66985646,Finance,4.37088997
EEX,"Emerald Holding, Inc.",14916285.91,272859130.1,,,,128036,555676.24,4.19,4.3,4.35,4.125,5.45454545,4.32692308,Commercial Services,3.81572789
MOV,Movado Group Inc.,15047247.89,415743290.1,,,,169915,4523137.3,26.39,26.62,26.735,25.955,3.00520131,0.98634294,Consumer Durables,3.09700005
VAQC,Vector Acquisition Corporation II,15081807.27,166955981.9,,,,18057,185443.5843,10.21,,10.2699,10.2,0.68529412,0.58667973,Finance,0.25006955
DCBO,Docebo Inc.,15184823.43,1256162191,0,37.88,400,24893,947178.65,38.39,38.05,39.069,37.8,3.38359788,0.6880127,Technology Services,3.13375971
NSPR,InspireMD Inc.,15241972.29,50839873.5,,,,307129,838462.17,2.4,2.73,2.88,2.351,22.50106338,14.70588235,Health Technology,8.08938835
RRGB,"Red Robin Gourmet Burgers, Inc.",15253448.39,206348803.1,,,,310930,3979904,12.54,12.8,12.98,12.2585,5.88571195,2.07336523,Consumer Services,5.98925245
INST,"Instructure Holdings, Inc.",15260426.44,3584093591,,,,199802,4991053.96,24.69,24.98,25.35,24.475,3.57507661,0.72580645,Technology Services,3.19576493
CSWI,"CSW Industrials, Inc.",15296768.03,2510062531,,,,38044,6157421.4,159.5,161.85,162.14,155.8201,4.05589523,0.59042884,Process Industries,3.01272804
CDRO,"Codere Online Luxembourg, S.A.",15297916.19,148577099.2,,,,44451,145799.28,3.355,,3.5679,3,18.93,6.49350649,Consumer Services,12.37163145
ALPA,Alpha Healthcare Acquisition Corp. III,15299106.87,203225436.9,,,,304900,3134372,10.28,10.26,10.28,10.26,0.19493177,0.09737098,Finance,0.0491719
VBNK,VersaBank,15310802.27,206258166.3,0.89171975,7.92,200,17622,140094.9,8,,8,7.85,1.91082803,1.27388535,Finance,2.91728427
FARM,Farmer Brothers Company,15314294.14,57078400.1,4.02930403,2.9,5030,316994,900262.96,2.78,2.84,2.88,2.63,9.50570342,4.02930403,Consumer Non-Durables,8.02029527
ALGT,Allegiant Travel Company,15392287.81,2291831009,0.185045,120,499,281885,35055218.6,119.68,124.36,124.88,119.3,5.02095557,4.60089158,Transportation,3.34288962
BRBS,"Blue Ridge Bankshares, Inc.",15441111.47,175218249.3,,,,16404,151737,9.33,9.25,9.38,9.035,3.81848367,0.21668472,Finance,3.87301838
MLYS,"Mineralys Therapeutics, Inc.",15455418.12,653706448,,,,362921,5806736,15.7,16,16.31,15.345,6.28869339,1.58730159,Health Technology,5.9861454
VTRU,Vitru Limited,15480362.16,547404991.8,,,,10863,175980.6,15.59,16.2,16.2,15.2,6.57894737,3.18471338,Commercial Services,5.78229785
OSIS,"OSI Systems, Inc.",15526217.85,2047158277,,,,103685,12688970.3,122.28,122.38,122.97,120.97,1.65330247,0.04087305,Electronic Technology,2.25450619
CYD,China Yuchai International Limited,15559167.51,410625792.4,,,,32664,328273.2,10,10.05,10.075,10,0.75,0.5,Producer Manufacturing,2.89347737
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",15687008.29,125665815.9,3.67892977,6.2,100,170724,1039709.16,5.98,6.09,6.48,5.91,9.64467005,1.83946488,Health Technology,10.20431851
PRK,Park National Corporation,15712478.26,1734974239,,,,48504,5201568.96,108.89,107.24,108.89,106.22,2.51365091,0.16813002,Finance,3.05698716
PAY,"Paymentus Holdings, Inc.",15733166.63,1380315829,,,,154384,1727556.96,10.49,11.19,11.24,10.49,7.14966635,6.26780627,Commercial Services,5.05569553
ZUMZ,Zumiez Inc.,15840510.5,310735100.2,0,14.57,331,1460039,22937212.69,14.59,15.71,15.84,14.4,10,7.89835165,Retail Trade,6.2274664
IDT,IDT Corporation,15859089.9,662386419.4,,,,177061,4600044.78,25.9,25.98,26.54,25.6829,3.33723995,0.11560694,Communications,3.73835244
RLYB,Rallybio Corporation,15905810.68,298959664.7,,,,83219,659094.48,7.56,7.92,8.075,7.05,14.53900709,4.76190476,Commercial Services,9.69158553
TCOA,Trajectory Alpha Acquisition Corp.,15918144.75,77562600.41,,,,250459,2587241.47,10.33,,10.36,10.33,0.58083253,0.29126214,Finance,0.66339308
AMBI,Ambipar Emergency Response,15922293.54,371380011.1,,,,23037,154347.9,6.14,,6.85,6.09,13.136289,10.74380165,Industrial Services,6.73818317
JACK,Jack In The Box Inc.,16032293.02,1876829767,,,,287336,26449278.8,90.91,92.05,92.11,89.9311,2.42285483,1.46604938,Consumer Services,2.54553724
SITM,SiTime Corporation,16172747.18,2607216333,,,,404912,48091398.24,116.35,118.77,119.38,113.92,4.79283708,0.74645856,Electronic Technology,4.51261144
ATMU,Atmus Filtration Technologies Inc.,16220329.92,1661791030,3.02254098,20.37,41879,1612981,32178970.95,20.2,19.92,21.06,19.92,7.73092369,2.20286885,Producer Manufacturing,17.32779523
AMWD,American Woodmark Corporation,16322523.09,1202399144,,,,123608,8934386.24,70.61,72.28,72.58,70.53,2.90656458,2.43764172,Producer Manufacturing,3.69659891
AMAL,Amalgamated Financial Corp.,16361456.09,499585355.4,,,,163726,2672008.32,16.31,16.32,16.415,16.11,1.89323402,0.30731407,Finance,3.4317618
LMNR,Limoneira Co,16394293.69,283167837.8,,,,83031,1307738.25,15.53,15.75,15.875,15.5,2.41935484,1.09114249,Process Industries,3.01312323
QRHC,Quest Resource Holding Corporation,16441790.91,124998900.1,,,,196793,1245699.69,5.72,6.33,6.6,5.72,15.38461538,9.89583333,Industrial Services,5.22038718
CVGW,"Calavo Growers, Inc.",16537496.08,558250021.8,,,,110144,3457420.16,31.36,31.39,31.54,30.77,2.50243744,0.09566327,Distribution Services,3.55063493
FORA,Forian Inc.,16551173.14,76246485.73,,,,12532,29324.88,2.37,2.34,2.61,2.29,13.97379913,1.73913043,Technology Services,5.88019248
UP,Wheels Up Experience Inc.,16611103.37,79509923.73,0,3.19,2462,439867,1389979.72,3.18,3.16,3.19,2.985,6.86767169,1.28205128,Transportation,14.88481209
CPS,Cooper-Standard Holdings Inc.,16641157.87,245423567,,,,374546,5363498.72,13.08,14.33,14.5,13.08,12.4617737,11.26651127,Producer Manufacturing,7.17724312
WIRE,Encore Wire Corporation,16651946.21,3084442372,,,,236758,41562866.9,173.8,175.55,177.5,172.95,2.63081816,0.85023267,Producer Manufacturing,3.39523803
SHIP,Seanergy Maritime Holdings Corp.,16710003.33,85247364.01,1.68674699,4.22,490,152899,651349.74,4.18,4.26,4.28,4.11,4.13625304,2.65060241,Transportation,4.53848343
CLBR,Colombier Acquisition Corp.,16729998.75,219829684.5,,,,16913,172428.035,10.18,,10.2,10.18,0.39292731,0.34448819,Finance,0.25532903
TPB,"Turning Point Brands, Inc.",16807429.55,403763759.3,,,,98794,2268310.24,22.58,22.96,23.07,22.388,3.04627479,1.2345679,Consumer Non-Durables,2.62060407
MNDO,MIND C.T.I. Ltd.,16807674.49,42261085.37,,,,62566,131388.6,2.01,,2.12,1.99,6.53266332,4.47761194,Technology Services,1.91346997
RANI,"Rani Therapeutics Holdings, Inc.",16972389.22,220240454.1,1.13122172,4.47,480,57107,254126.15,4.49,4.45,4.6259,4.36,6.09862385,0.67873303,Health Technology,6.94629235
PROK,ProKidney Corp.,17009119.17,2524276978,,,,708360,7607786.4,10.62,10.74,11.51,10.49,10.62917064,3.31890332,Health Technology,8.25883944
MFIN,Medallion Financial Corp.,17028519.73,180741811.9,,,,66942,518800.5,7.65,7.75,7.78,7.55,3.04635762,2.10803689,Finance,4.70844133
BWMX,"Betterware de Mexico, S.A.P.I. de C.V.",17296720.18,485861446.9,0,13,137,35625,463837.5,12.82,13.0104,13.12,12.6448,3.75806656,0.15384615,Retail Trade,4.21808261
MSEX,Middlesex Water Company,17332817.69,1464878453,,,,130955,10849621.75,82.76,82.85,83.79,81.5961,2.68873145,0.41207126,Utilities,2.42522772
BWEN,"Broadwind, Inc.",17420749.93,80131327.44,,,,247203,944315.46,3.54,3.82,3.91,3.54,10.4519774,7.90960452,Producer Manufacturing,6.02010281
ARCH,"Arch Resources, Inc.",17524597.1,2151633366,,,,344044,39640749.68,111.81,115.16,115.47,110.5,4.49773756,2.07299787,Energy Minerals,3.23346165
DLNG,Dynagas LNG Partners LP,17625972.06,103782335.1,5.16605166,2.85,136,79465,224091.3,2.75,2.82,2.89,2.67,8.23970037,4.05904059,Transportation,5.54353809
SJ,Scienjoy Holding Corporation,17687237.24,145751087,,,,35426,127161.627,3.58,3.42,3.5895,3.39,5.88495575,0.26536313,Technology Services,8.93931964
MG,Mistras Group Inc,17769395.82,234537355.7,,,,173110,1339871.4,7.54,7.74,7.76,7.41,4.72334683,3.61445783,Industrial Services,4.10954007
DNAB,Social Capital Suvretta Holdings Corp. II,17780006.72,329423684,,,,17565,181446.45,10.33,,10.38,10.33,0.58083253,0.09689922,Finance,0.08950092
GLXZ,"Galaxy Gaming, Inc.",17794453.88,60851838.01,,,,32621,81226.29,2.45,,2.4975,2.4,4.0625,1.8404908,Producer Manufacturing,2.58665378
ABEO,Abeona Therapeutics Inc.,17833918.01,86083812.97,,,,323136,1470268.8,4.55,4.55,4.59,4.07,12.77641278,1.11111111,Health Technology,9.26055289
DMAC,DiaMedica Therapeutics Inc.,17904904.28,105310873.1,8,3.7999,9498,269002,1051797.82,3.7,3.91,4.0499,3.5001,15.71097969,11.71428571,Health Technology,10.86688212
FICV,Frontier Investment Corp,18000000,258750010,,,,31506,326087.1,10.31,,10.35,10.3,0.48543689,0.38797284,Finance,0.66414178
GPOR,Gulfport Energy Corporation,18045687.64,1935822244,,,,92893,9703602.78,104.46,104.46,104.46,102.58,1.83271593,0.08623168,Energy Minerals,2.7853935
KFS,"Kingsway Financial Services, Inc.",18103000.25,232707060.6,,,,186057,1642883.31,8.61,8.83,9.015,8.61,4.70383275,1.02974828,Finance,3.88246504
OPAL,OPAL Fuels Inc.,18114315.44,1204653551,,,,206959,1448713,6.96,7,7.19,6.75,6.51851852,0.71942446,Process Industries,4.85662234
AEAE,AltEnergy Acquisition Corp.,18121585,353460016.1,,,,36079,372335.28,10.31,,10.32,10.27,0.48685492,0.48685492,Finance,1.42054658
CCSI,"Consensus Cloud Solutions, Inc.",18160946.06,640708341.6,,,,210357,6855534.63,31.73,32.59,32.73,31.61,3.54318254,2.84001262,Technology Services,4.0097879
SPOK,"Spok Holdings, Inc.",18175770.01,265128910.5,1.65484634,12.99,950,282443,3753667.47,12.94,13.29,13.49,12.8101,6.24507225,4.72813239,Communications,3.14048941
FOR,Forestar Group Inc,18185715.74,1030387737,,,,102719,2121147.35,20.6,20.65,20.86,20.37,2.40549828,0.04844961,Finance,2.24978892
FMBH,"First Mid Bancshares, Inc.",18189570.26,518355831.4,,,,56856,1435614,25.39,25.25,25.43,24.795,2.5610002,0.03961965,Finance,3.17173411
SKWD,"Skyward Specialty Insurance Group, Inc.",18189846.72,951620465,,,,305901,7730118.27,24.91,25.27,25.48,24.5,4,2.47364152,Finance,3.88096257
BTMD,Biote Corp.,18239450.25,237904007.4,,,,240669,1460860.83,5.85,6.07,6.265,5.84,7.27739726,2.01680672,Health Services,5.88188045
INFU,"InfuSystems Holdings, Inc.",18313456.63,213497701.8,,,,172744,1761988.8,9.82,10.2,10.36,9.82,5.49898167,2.71903323,Commercial Services,4.24754819
FARO,"FARO Technologies, Inc.",18316626.35,306214355.1,-0.4539559,15.35,100,540801,8760976.2,15.35,16.22,16.26,15.19,7.04410797,5.05836576,Producer Manufacturing,5.19133904
ROG,Rogers Corporation,18318882.71,2936439761,,,,99282,15666699.6,157.24,157.8,158.545,155.1,2.22114765,0.32424185,Process Industries,2.84336045
GNE,Genie Energy Ltd.,18362334.95,366519540.2,,,,160063,2255287.67,13.85,14.09,14.49,13.8,5,1.73285199,Utilities,4.05604632
ASUR,Asure Software Inc,18418174.45,248301052.4,4.93506494,12.12,200,207458,2497794.32,11.57,12.04,12.08,11.57,4.58081245,4.24242424,Technology Services,3.91771351
CARM,"Carisma Therapeutics, Inc.",18451466.33,346190117.9,5.26315789,8,197,732223,6297117.8,7.41,8.6,8.6,7.32,17.4863388,13.15789474,Health Technology,9.88218396
AMRK,"A-Mark Precious Metals, Inc.",18553561.72,855292429.6,,,,167382,6154636.14,35.93,36.77,36.95,35.71,3.47241669,2.19566426,Finance,3.08457424
RH,RH,18591812.88,6385659097,-2.18683652,281.5,1247,1026291,297183084.9,278.38,289.57,291.11,275.1901,5.78505549,2.46638358,Retail Trade,3.51738288
SP,SP Plus Corporation,18693622.68,745190863.5,,,,59725,2267161,37.51,37.96,37.96,37.28,1.82403433,1.19968009,Commercial Services,2.12157732
LOOP,"Loop Industries, Inc.",18835930.52,152780621,,,,98569,316899.335,3.17,3.215,3.23,3.1,4.19354839,2.71565495,Process Industries,5.69353008
BOCN,Blue Ocean Acquisition Corp,18875001.75,250470008.5,,,,62608,661140.48,10.54,,10.56,10.54,0.18975332,0.09478673,Finance,0.34569576
SMP,"Standard Motor Products, Inc.",18897760.05,801596672.3,,,,68276,2525529.24,36.58,36.99,37.15,36.58,1.55822854,0.1082544,Consumer Durables,2.42209444
IVCB,Investcorp Europe Acquisition Corp I,19005667,294266620.7,,,,11417,121591.05,10.63,,10.65,10.63,0.18814675,0.18814675,Finance,0.08397356
PROC,"Procaps Group, S.A.",19147925.16,484015760.6,,,,6266,26881.14,4.3,,4.4,4.29,3.26340326,0.70422535,Health Technology,2.3869369
HWKN,"Hawkins, Inc.",19171596.52,1029606210,,,,48080,2356881.6,48.89,49.02,49.16,48.37,1.63324375,0.20441537,Distribution Services,2.77346536
GNLX,Genelux Corporation,19236784.37,903322161.3,,,,101619,3738563.01,36.32,36.79,38.6369,35,10.39114286,5.11428571,Health Technology,8.05182091
CUTR,"Cutera, Inc.",19239051.8,333957618.8,,,,524499,8806338.21,16.47,16.82,17.231,16.26,5.97170972,2.00486027,Health Technology,5.83425135
UIHC,United Insurance Holdings Corp.,19382628.93,200421479.1,-3.2967033,4.4,254,352341,1631338.83,4.64,4.63,4.94,4.43,11.51241535,1.75824176,Finance,9.0011906
VHNA,Vahanna Tech Edge Acquisition I Corp.,19460005.14,265132503.5,,,,22652,240111.2,10.6,,10.6,10.6,0.14150943,0.14170997,Finance,0.08097222
TARS,"Tarsus Pharmaceuticals, Inc.",19564369.08,510879136.7,,,,323706,6169836.36,18.51,19.06,19.37,18.245,6.1660729,2.97136683,Health Technology,4.80880275
WNEB,"Western New England Bancorp, Inc.",19570857.37,131479330.4,,,,51701,306069.92,5.91,5.92,6,5.88,2.04081633,0.50933786,Finance,3.44690932
HSII,"Heidrick & Struggles International, Inc.",19607701.34,531533500.5,,,,108835,2888480.9,26.45,26.54,26.89,26.23,2.51620282,0.45420136,Commercial Services,2.75096662
IOBT,"IO Biotech, Inc.",19668436.8,57918687.68,2,2.04,2125,215177,432505.77,2,2.01,2.16,1.98,9.09090909,0.5,Health Technology,8.8712156
PKE,Park Aerospace Corp.,19685533.89,290691190,,,,68673,975156.6,13.99,14.16,14.26,13.88,2.73775216,2.01149425,Electronic Technology,2.50787191
LMAT,"LeMaitre Vascular, Inc.",19715850.74,1503541389,,,,86410,5863782.6,66.86,67.86,67.94,66.35,2.39638282,1.49566258,Health Technology,2.2075319
SCM,Stellus Capital Investment Corporation,19717156.28,294409102.1,,,,483778,6835783.14,13.95,14.13,14.17,13.88,2.08933718,0.92857143,Finance,1.58318922
HZO,"MarineMax, Inc. (FL)",19992516.9,687338657.3,,,,361452,11367665.4,31,31.45,32.13,31,3.64516129,0.89829965,Retail Trade,3.88934024
PRLH,Pearl Holdings Acquisition Corp,20000000,263125006,,,,115905,1219900.125,10.525,10.55,10.53,10.52,0.19011407,0.14272122,Finance,0.43796335
OCUP,"Ocuphire Pharma, Inc.",20040129.78,83180109.87,0,3.87,200,112632,447149.04,3.88,3.97,4.04,3.88,4.3814433,2.58397933,Health Technology,5.79049302
TITN,Titan Machinery Inc.,20088919.34,635133989.6,-0.50890585,27.37,866,145767,4084391.34,27.32,28.02,28.195,27.19,3.69621184,1.85387132,Distribution Services,5.56637747
CIR,"CIRCOR International, Inc.",20090868.3,976113386.6,,,,409438,19599797.06,47.72,47.87,47.92,47.7,0.46121593,0.35639413,Producer Manufacturing,1.81406363
VVI,Viad Corp,20118981.05,508750479.8,,,,124393,3037677.06,24.12,24.42,24.775,24.12,2.71558872,0.36991369,Commercial Services,3.72065839
MBUU,"Malibu Boats, Inc.",20125582.26,1194171513,,,,101482,5875807.8,57.58,57.9,58.6448,57.14,2.63353168,0.13836043,Consumer Durables,3.19058397
PAHC,Phibro Animal Health Corporation,20199426.35,565835391.1,,,,89621,1252005.37,13.82,13.97,14.04,13.35,5.16853933,1.0853835,Health Technology,3.50646707
ARHS,"Arhaus, Inc.",20267804.67,1278553442,-0.78475336,8.92,200,571638,5219054.94,8.9,9.13,9.155,8.75,4.62857143,2.35426009,Consumer Durables,4.37303675
PDLB,"Ponce Financial Group, Inc.",20299345.64,223962604.7,,,,187511,1687599,8.98,9,9.17,8.86,3.49887133,0.22271715,Finance,3.40044189
AZ,A2Z Smart Technologies Corp.,20341205.42,98618265.38,5.65371025,3.02,45236,571103,1673331.79,3,2.93,3.04,2.701,12.55090707,3.5335689,Technology Services,9.72809068
MMMB,"MamaMancini's Holdings, Inc.",20341589.45,112737956.8,1.66666667,3.07,6984,589162,1820510.58,3,3.09,3.41,2.9,17.5862069,3,Consumer Non-Durables,6.80619161
PAG,"Penske Automotive Group, Inc.",20344708.97,10626034157,,,,221886,34170444,152.94,154,155.17,151.41,2.48332343,0.18214936,Retail Trade,2.86130179
DALS,DA32 Life Science Tech Acquisition Corp.,20402798.85,264438671,,,,15811,163003.5045,10.74,,11.2,10.24,9.375,0.5804878,Finance,4.56598444
ZYXI,"Zynex, Inc.",20466195.21,358856848.9,2.80373832,9.9891,1500,228350,2235546.5,9.7,9.79,9.9,9.55,3.66492147,1.66147456,Health Technology,4.27462119
DSGR,"Distribution Solutions Group, Inc.",20467428.95,1079993694,,,,46268,2365220.16,50.48,51.12,51.31,49.98,2.66106443,2.26045209,Distribution Services,3.17377996
LGIH,"LGI Homes, Inc.",20500370.41,3083258971,,,,205373,26907970.46,129.74,131.02,132.875,129.41,2.67753651,0.34464272,Consumer Durables,3.11688689
ELVN,"Enliven Therapeutics, Inc.",20534581.29,895891385,,,,429347,9355471.13,20.51,21.65,22,20.39,7.89602746,5.93096743,Health Technology,8.08044175
SKGR,SK Growth Opportunities Corporation,20659999.52,277065000,,,,16797,177628.275,10.555,,10.58,10.555,0.23685457,0.14204545,Finance,0.06371418
SCU,"Sculptor Capital Management, Inc.",20662653.01,582575561.7,,,,123073,1144578.9,9.1,9.3,9.64,9.05,6.51933702,2.1978022,Finance,4.38688961
LYRA,"Lyra Therapeutics, Inc.",20662879.12,117477845.6,3.96039604,3.39,55182,868361,3204252.09,3.15,3.69,3.84,3.11,26.04501608,21.78217822,Health Technology,7.60852782
GRNT,"Granite Ridge Resources, Inc.",20810040.3,896516457.8,,,,286397,1930315.78,6.63,6.74,7.15,6.56,8.99390244,2.43161094,Energy Minerals,8.94354938
KROS,"Keros Therapeutics, Inc.",20892184.53,1167095661,,,,416325,16424021.25,37.58,39.45,39.45,37.03,6.5352417,4.39269648,Health Technology,5.06252904
PLAO,Patria Latin American Opportunity Acquisition Corp.,20919995,307912495,,,,148819,1593851.49,10.71,10.71,10.71,10.71,0.09337068,0.09345794,Finance,0.22893733
GDEN,"Golden Entertainment, Inc.",20939556.04,1242593773,,,,109454,4716372.86,42.61,43.09,43.32,42.04,3.04471931,1.10276865,Consumer Services,2.96319592
PETS,"PetMed Express, Inc.",20941252.31,303168383.4,-0.14204545,14.08,965,872406,12492853.92,14.15,14.34,14.47,14.01,3.28336902,1.70454545,Retail Trade,4.592264
BGFV,Big 5 Sporting Goods Corporation,21034245.02,185199808.4,0,8.21,185,214869,1776966.63,8.16,8.27,8.35,8.15,2.45398773,0.73081608,Retail Trade,3.65125599
HWEL,Healthwell Acquisition Corp. I,21044075,321250007,,,,556053,5716224.84,10.795,10.26,10.795,10.26,5.21442495,0.19493177,Finance,0.58847869
IMRX,Immuneering Corporation,21165149.03,334019644.6,,,,178800,2041896,11.17,11.42,11.92,10.57,12.77199622,1.87332739,Health Technology,14.28898366
KRYS,"Krystal Biotech, Inc.",21173194.6,3219033366,,,,453187,56544141.99,122.42,124.77,125.745,120.7,4.17978459,2.74209486,Health Technology,4.86324523
XPEL,"XPEL, Inc.",21322747.43,2173819388,,,,73960,5821391.6,78.13,78.71,79.3448,77.9,1.85468549,0.26751592,Consumer Durables,3.26805746
OMGA,"Omega Therapeutics, Inc.",21351383.82,419826166.4,-0.53404539,7.45,100,190006,1449745.78,7.38,7.63,7.79,7.38,5.55555556,1.86915888,Health Technology,9.34647278
ABG,Asbury Automotive Group Inc,21438057.91,4833756189,0.00450877,221.8,100,209729,47077868.63,221.97,224.47,226.16,220.7,2.47394653,1.20835024,Retail Trade,3.37663334
CLPT,ClearPoint Neuro Inc.,21465594.94,170109190.4,1.81543116,6.73,400,191865,1327705.8,6.69,6.92,6.99,6.685,5.68436799,4.68986384,Health Technology,6.71092194
FIZZ,National Beverage Corp.,21576375.72,4690985465,,,,229075,11511018.75,49.8,50.25,50.36,49.27,2.21229957,1.29006249,Consumer Non-Durables,1.99592538
DFH,"Dream Finders Homes, Inc.",21592556.58,2292897105,-0.20449898,24.4,245,386686,9520209.32,24.4,24.62,25.005,24.39,2.52152522,0.69529652,Consumer Durables,4.49992386
ALTI,"AlTi Global, Inc.",21625884,889534058.8,,,,136663,1075537.81,7.21,7.87,8.55,6.5001,31.5364379,7.36698499,Finance,14.34137315
VRA,"Vera Bradley, Inc.",21701227.97,194767604.3,,,,383924,2418721.2,6.06,6.3,6.38,6.01,6.15640599,3.96039604,Consumer Non-Durables,5.08865456
DOOR,Masonite International Corporation,21820946.69,2249064410,,,,157524,16021766.04,98.43,101.71,102.06,98.43,3.68790003,3.03920575,Producer Manufacturing,2.91932507
GBTG,"Global Business Travel Group, Inc.",21834775.11,3524567229,1.13960114,7.1,200,312295,2370319.05,7.23,7.59,7.7,7.085,9.59774171,8.11965812,Consumer Services,5.90484246
FENC,Fennec Pharmaceuticals Inc.,21856429.64,252306342.4,,,,181951,1737632.05,9.4,9.55,9.81,9.25,6.05405405,1.16525424,Health Technology,4.67164162
INVE,"Identiv, Inc.",21891176.63,173455867.8,,,,174878,1320328.9,7.43,7.55,7.63,7.34,3.95095368,1.20643432,Electronic Technology,3.94249267
PBPB,Potbelly Corporation,22049293.2,239030398.9,,,,171731,1408194.2,8.1,8.2,8.35,8.05,3.72670807,1.2345679,Consumer Services,4.40609561
LQDT,"Liquidity Services, Inc.",22051585.74,500380869.8,,,,99890,1629205.9,15.61,16.31,16.35,15.51,5.41586074,4.48430493,Retail Trade,2.97918714
